,handaxe_type,breadth_cm,width_cm
87,Cleaver,9.710144635414892,5.949019761140189
88,Cleaver,10.732165495632703,5.407244397352117
89,Cleaver,8.89222211520944,4.9396069427198945
90,Cleaver,10.204713941143716,5.687439533553086
91,Cleaver,11.176428478854184,6.5994791560264305
92,Cleaver,8.553265088894895,6.149865620891143
93,Cleaver,10.166170472679074,5.127982854901608
94,Cleaver,10.23389451482358,6.121226648095828
95,Cleaver,10.70364058459958,6.269722165810186
96,Cleaver,8.886744360209725,5.381299794659207
97,Cleaver,8.811589048224151,6.10760757416187
98,Cleaver,10.469747409055207,6.0407461029122
99,Cleaver,10.267286205909867,5.199920791518564
100,Pick,13.322008624313455,7.117381231965468
101,Pick,13.50470607373141,8.642503362938344
102,Pick,13.97474611885775,9.485509337908843
103,Pick,13.948421846831412,8.722725682385803
104,Pick,11.760097568838617,6.936441023832191
105,Pick,12.155957464076389,7.661036148993624
106,Pick,13.463531740487793,8.886837804430636
107,Pick,13.462407355820988,7.504631374066854
108,Pick,13.463542917675444,8.31067359970236
109,Pick,16.46745834158925,8.542243837400536
110,Pick,13.513801459623851,7.351148669895342
111,Pick,14.02200907616254,7.95833225075674
112,Pick,13.858601587143882,5.731112861951649
113,Pick,13.586252126175218,7.282928651065998
114,Pick,12.71625767982369,7.823202294024788
115,Pick,13.68307229844394,7.126551772624605
116,Pick,12.304457306916186,9.142687912752145
117,Pick,12.786863253933992,6.998901035427557
118,Pick,12.563172806953807,7.691968859312111
119,Pick,13.07368672544769,8.091518404100263
120,Pick,15.083192710006157,9.008891302346282
121,Pick,11.319461326667426,6.994896494174393
122,Pick,13.617634171337063,8.814214626508472
123,Pick,11.548555715929314,8.007163142713711
124,Pick,12.57526132078951,7.312943944266435
125,Pick,13.98005553727063,8.323472431984289
126,Pick,13.057852017185917,8.13934178690143
127,Pick,12.030029699863624,7.579848185988844
128,Pick,12.356226661666028,8.048861459493013
129,Pick,13.611637974041209,7.730280482196768
130,Pick,12.342670031454578,8.079462141675874
131,Pick,13.194812730623777,8.463491472164733
132,Pick,13.041014655913433,9.110211771301746
133,Pick,12.413559687154764,7.1335291508212055
134,Pick,14.929549680392793,9.493123362259386
135,Pick,13.57052712008621,6.633538540334249
136,Pick,11.177371672008153,7.893750433475092
137,Pick,13.167808883292485,8.411822044539203
138,Pick,12.40439218170845,8.196694307414523
139,Pick,13.767190001316601,7.564110336125585
140,Pick,12.28673133541057,7.854314424749908
141,Pick,12.896737202679791,7.6548993457388175
142,Pick,13.454488551082411,7.587444670139052
143,Pick,13.77917967475311,8.594721467914717
144,Pick,11.9197332336498,8.249910840175533
145,Pick,12.698948887743146,7.514963283317542
146,Pick,12.572549219955139,8.629719912803276
147,Pick,12.41200369068366,8.215109664613626
148,Pick,14.588908816252987,8.569003483187272
149,Pick,13.36448353986486,8.440740189346528
