,handaxe_type,breadth_cm,width_cm
89,L Shape,9.830692496325764,2.4837045818009034
90,L Shape,9.774683769652668,2.1862055356117986
91,L Shape,5.510693774952185,3.7944315159066537
92,L Shape,6.983491035354312,3.800836114326661
93,L Shape,5.805269858900618,3.266202914546536
94,L Shape,5.709042966264805,2.6780595820974016
95,L Shape,4.221321684127197,2.698419149225322
96,L Shape,7.657386003879381,3.451911357740479
97,L Shape,7.016074139373169,3.794220519905154
98,L Shape,4.308872507499936,3.7741728485302346
99,L Shape,5.671878785419668,3.5597510917152477
100,Inner Circle,5.523982694895056,6.758135870222694
101,Inner Circle,6.162577588012702,6.737661436424432
102,Inner Circle,6.205150731309077,5.035631442430036
103,Inner Circle,5.499954007381542,5.343522472059414
104,Inner Circle,7.306042157801329,6.360524687046062
105,Inner Circle,6.331683044638251,6.359650165638546
106,Inner Circle,5.166087551958146,6.360533380414234
107,Inner Circle,6.459587526043681,8.696912043458305
108,Inner Circle,5.317722830840875,6.399623357485217
109,Inner Circle,6.550959222619716,6.7948959481264195
110,Inner Circle,6.811016905305182,6.667801234445242
111,Inner Circle,5.425522377153802,6.455973875914059
112,Inner Circle,6.6743632904710255,5.779311528751758
113,Inner Circle,6.288946648855549,6.531278454345287
114,Inner Circle,6.575442111996143,5.4590223498237
115,Inner Circle,7.3277550878577635,5.834226975281994
116,Inner Circle,5.828228318797991,5.660245516519628
117,Inner Circle,5.472384684949757,6.057311897570425
118,Inner Circle,5.377339899262134,7.6202609966714565
119,Inner Circle,5.428932800524193,4.692914365185777
120,Inner Circle,5.946028803410127,6.480382133262159
121,Inner Circle,6.238806382371651,4.871098890167244
122,Inner Circle,6.193683559531014,5.669647693947397
123,Inner Circle,6.579028274325217,6.762265417877156
124,Inner Circle,6.009101324314535,6.044996013366824
125,Inner Circle,7.017473854010122,5.245578655449486
126,Inner Circle,5.814740216733431,5.499287403518022
127,Inner Circle,7.904118416612733,6.475718424254273
128,Inner Circle,6.437967143435504,5.488743357798004
129,Inner Circle,5.399989710508602,6.1515210127073825
130,Inner Circle,5.250375251357221,6.03190028793267
131,Inner Circle,6.33773069067023,5.543879756675928
132,Inner Circle,5.8435760502719045,7.500760862527728
133,Inner Circle,6.499800345864465,6.443743315622608
134,Inner Circle,6.331266337201481,4.582400189339675
135,Inner Circle,5.949019761140189,6.1305180203386
136,Inner Circle,5.407244397352117,5.536749474662129
137,Inner Circle,4.9396069427198945,6.596703334357357
138,Inner Circle,5.687439533553086,5.445235483097109
139,Inner Circle,6.5994791560264305,5.919684490973171
140,Inner Circle,6.149865620891143,6.35349109528632
141,Inner Circle,5.127982854901608,6.606028635919085
142,Inner Circle,6.121226648095828,5.159792515060957
143,Inner Circle,6.269722165810186,5.7658491349113365
144,Inner Circle,5.381299794659207,5.667538282187331
145,Inner Circle,6.10760757416187,5.542669537198401
146,Inner Circle,6.0407461029122,7.235817968196768
147,Inner Circle,5.199920791518564,6.2834871976726685
148,Inner Circle,6.250451152243798,5.117381231965468
149,Inner Circle,6.392549168457764,6.642503362938343
